,page,text
0,1,comprendre savoir agir psycho loge ans monde d'aujourd hui octobre 1970.5f n°9 quiz mois connaissez-vous autres wilhelm elch précurs eur jacques mousseauy marcuse chercheur idées psychologie expérimentale apprendre oublier simple question leurs conditionnement couple jeunesse mal côté cœur plerre hanry l'inconscient schizophrénie mot savant masque parfois idéologie docteur jean-pierre coudray ien arthur koestier entretien propos recueillis londres elisabeth hall peut placer ati ale selon ligne issance soi check-up psychologique uperstition loiale jus connaissa sarah peltant onalisme élévision ibraïiri zeneuve pouvoirs librairie paul rate philosophie sciences sociales jacques mousseau cinq dollars emplr dernières parutions hyper formations rationelisre echos hologie psyc who who gens fait n'es put salisme q00q ité répare cel cas verte ire ste dijon see 0000 pen exc dur yoo cture rie supé tee page promotion corne fees page dire d'étude
1,2,ooo oo00o0o oo0o000000o o0000go0oo oo0oo oo0 o0o0oooo ooo oo00oo0o00000 o0uo0oo0000g0o réussir vie affaires amour amitié chaque être doit nécessairement passer autres sans rien relation d'un jour attachement toute vie autre possède volonté propre harmonise heurte nôtre celui sait comment connaître autres énigmatiques ambigus soient-ils possède avantage évident celui sait rendre compile affaire c'est peu naviguer sans boussole parmi semblables mésestimer surestimer tort commettre impairs prendre décisions contre-temps satisfaire besoin urgent connaître tempérament états d'âme intentions semblables possédons deux armes première s'appelle l'intui- tion sens psychologique secon- connaissance scientifique l'on peut avoir individus visage morphologie structure leurs corps écriture etc quiz tenterons sans avoir prétention faire tour problème permettre d'estimer deux ares roc autress connaissance l'intuition surtout o0uoo0o0oo 1010101818181® 1818101010101® 1018181818101 o00oo00o0o od00oo0o0oo00o od0uoo0o0000 qoo000oo0o o0000000 ooo ooo connaissez autres degré compétence caractérologique répondre suflira certains cas d'entourer lettre correspondant réponse d'autres cas d'apparier série questions autre série questions enfin d'autres cas très précis indiquerons façon répondre libellé question polgnée malin france étrangers savent bien serre main toutes circonstances autant poignées main différentes qu'il d'individus voici quelques types poignée main sèche rapide regard plonge yeux enveloppante durable secouant main plusieurs reprises molle fugitive visage détourne poignée main apparemment normale main interlocuteur moite tentez d'apparier quatre types poignée main attitudes tempéraments psychologiques o0o0 oo0o o000 oo00 o000o ooo o0000000 00000000 o0o0 o000 oooq soc personnes données personne émotive nerveuse attitude commerciale tempérament militaire dÿnx mique attitude refus réponse acte manqué ouvrages pathologie vie quotidiennt® freud cite l'exemple pti nage politique ouvrant alor tendu importante hambre déclare séance close qu'il dire bien déclare séance ouverte selon l'interprétalio plausible lapsus simple erreur due l'émotion personnage n'atten déjà voulu voir cée qu'elle comm accident eté faits per ucteur travaux psychologie cond erson remarquer qu'une fatigue dait bon cette séance aval vise autres essence trav morphop lorel maintenant possibles rier ages c'est péramique réneretf
2,3,000 o00o oo00o00o oo0o00o time d'un accident voi vic statistiquement plus url voir plus tard second nne n'en encore études spécialisées démon wil comportement ériel prédisposant acci car dents out cela hasard non dents peuvent arriver tout monde nombre cette jeune femme bien observer marche devant billée jle prend bien soin descendre monter trotjm jed gauche quelle selon l'interprétation plus vraisemvo attitude jeu peu puéa parasite cache anxiété réelle tout moins appréhension passagère visages oici quatre visages fort différents uns autres représentent quintessence travaux corman morphopsychologie quand introverti discipline introverti adapter introverti exiraverti ers autres oses vont mal extr accepte mal ordres averti préfère changer extraverti extraverli onde muscle choire ventre plat rrée épaules larges poltrine bombée extraverti mince plutôt grand mains maigres teintblanchâtre poitrine assez creuse possède nombreux amis introverti extraverti mâche mots introverti extraverti 110 préfère distractions athlétiques introverti extraverti données émotive nerveuse commerciale port de.la barbe psychologue dit qu'on por tait barbe sans raison spéciale mil tar ble cela plutôt gras ita l'ensemble entre indice ion difficile vie mer pensez-vous cette affir- tronc rer satin bien entendu ere embes toute façon sag tres teint fleuri indice recouper opinion vraisem maintenant trois courtes voici mainten ini vraisé opinion devez irielles tions caractérl soparier portraits morp écédents aiques pré physique ama intelligence faire amour confor discrimination peut-on volre l'intelligence pilité sans éral besoin mière opinio dant pon somi eil désarroi soin fon confier enture dividu garl mÿ- mie qualité amour coura8 der jus arente harmo d'exerclttr uvant général pavec l'inte bintimité 4tae maintenant quatre interpra cela auct goût ecreli possibles caractère d'apré jigence imenti ninq tra tim concen visabes c'est appa are anse ttconna ten piramique impulsif astrologie fait naissante tion regpretif quelque peu inhi per gstrolobil gire fes poponso selléchi cependant agissant fou rac- 0clable sans profondeur d'une pnsée discrimination j'année bles éponse ndicati tère oui non
3,4,certains psye domiue plan voici cinq acteur savant artisle voici mainten action adaptation contemplation persévérance désir paraître veuillez apparier cinq mots qu'un seul mot chaque sion réponse ant cinq mots clés cinq professions n'utilisant profesapparence sentez-vous capable déceler premier coup d'œil chez femme cheveux décolorés porte perruque oui non main dit juste titre qu'elle quelque sorte prolongement pensée humaine c'est main tient l'outil crayon l'archet sans entrer détails caractère forme générale main précieux indice faire idée prochains voici deux types mains très différentes main longue aristocratique doigts fuselés main courte carrée trapue laquelle deux mai appartient selon l'homme plus adroit plus intéressé bricolage voiture out voici groici individu volant voi- croyez-vous avale salive difficulté ement volant indications pte cieuses mportement général sorle volant ner l'hompeut plus mel révéler volant entre mains itudes uitudes différentes voici dix peut prendre interlocuteur vis-à-vis cinq d'entre elles indiquent général timidité l'émotion cinq autres l'indication vis-à-vis s'il reste apparemment courtois s'impatiente déterminer entourant lettre correspondant réponse quels cinq comporteémus cinq ments timides comportements dus l'impatience tapote légèrement table doigts a-b lève brusquement rassoit a-b a-b pose mains genotlx non table dossier chaise a-b allume cigarette cigarette a-b registre voix tout coup monte légèrement a-b emet faibles perceptibles borborygmes stomacaux a-b agite plus vivement mains l'accoutumée a-b manifeste rougeurs pâleurs passagères visage pendant l'en- tretien a-b regarde face fixe regard objet situé pièce a-b couleur yeux selon attribuer caractère différent individus fondant uleur leurs oui non arbre psychologue charles koch pro- rest assez simple permet discerner chez autre one jendances fondamentales l'arbre trois personnes consigne uivant dessinez arbre porte lequel sauf sapin trois dessins d'arbres très différents uns voici trois interprétations psychologiques très librement inspirées koch obten autre personnalité gaie optimiste bien pieds terre plus intéressée concret spéculations intellectuelles métaphysiques individu prisonnier complexes dont personnalité appauvrie l'inhibition ambition intellectuelle reste trop souvent sans réalisation. l'individu manque savoir-faire puissance sens concret veuillez apparier trois dessiné d'arbres trois interprétatio psychologiques pro posées répons
4,5,seconde dhéd std narrièro letracé voici lesfconstatationst lécteurfrapidefnefse dépiace quart tythmetd eicouis res dose
5,6,calvitle dit parfois hommes plus virils ais fee nion hommes chauves all ral plus virils chez chauves vidus très virils peu viril même.proportion quedans jation chevelus béne ind popu homme anlmal compare parfois visages mains faciès d'anima mufle léonin cou cygne etc aves constaté certaine ressem blance entre caractère persan nes celui suppose appar tenir j'anima correspondant parfois oui trop rarement puisse penser relation valable graphologie voici exercice graphologie relativement difficile s'agit deux écritures l'une appartient grand poète victor hugo l'autre entre masse genrar prer sens parenres din rnrumehek roisième sihouette uno gfhouetr vom loir ntm car jamais our l'intini deuxième spécimen d'écriture d'après l'attitude pouvez-vous d'un œil sans réfléchir plus celui plus écoutez pee sud radio ondes moyennes appariez écriture personnage celui l-2 este plus bon esti imezmen fement victor hugo a-b femme médiocre
6,7,detté trois personnes chaise attendant ons ... bureau d'un placé entre uve anng pab péinpoéinouette entre presslon l'avohreeue smièr sui person hauves pret vel lis pop onfession ssion uniqn tation slen timiq nour doute fulentt pret dep uve faciès 1sages all anturt oxnme rite d'an ons dont ere ete mau dorpétuel sut ronde lbntler acte rever dar dope ete plage peer dranrnler supp person ing lee d'anciens ral voie apraa d'étu rres yiomes pou eparaie pondany pression rer vousp pnel rer senc truc peuxième silhouette seal jorsque volre lomple mreux m'avai sat ule vér ner lot valabye uisse rénés focuteur one oui générale cotrndletotre tééchi très rarement ler dogs reg nes foitement.e choses s'en gel purrelent ecriture fais leu endent por nièro presque fatale lies condamne ucs situ valeur ation médiocres végéter prise -€s graphologues possibl pensent qu'il possible conna qu'il heureusement itre l'essent imll appartient énennre personne enanalyes avant ten ugo écriture suivant ant 'une consherer sérieux utre ant certaines c-maladie nhyai neux comme voici cinq spécimens règles comme mal non écriture grande montante ment esserte gorge empt 'eougar .et permet de-parder nens ances plus embarrassantes conseil j'eus bientôt joia iconstoter trouvais enfin délivré complètement umidité plusieurs-amis j'ai révélé cette méthode .ont -obtenu rcsullnts extraordinaires grâce étudiants réussi leurs examens représentants doublé i-chiffre d'affaires deshommes décidés déclarerleur amour femme deileur choix ... jeune avoent bafouillait lamentablement cours.desses plaidoiries acquis 'ort riposte valu succès nretentigsants place manque donner ici plus détails voulez acquérir cette moîitiso vous-même celle audnce bon loi quivsont meilleurs atouts réussir dus vit demandez ras lies lois éternelles suecèsr. tement quiconque désire timidité voici adresse non aubauel place saint-pierre troisième silhouette d'après l'attitude trois person pouvez-vous d'un rapide coup cal sans réfléchir dire plus mal l'aise celui gun très peti aa. jrrégulière proposons interprétations psych bles ing écritures précé- parier d'écr iture sorian bon ray sser découper nel place plus sûr oui reste plus décontracté psÿchologique compl modestie aussi sads estimez-vous posséder men sment mauvais jugejen nommes croi cholo toïs avoir sens psysonn2ee lrès développé lrom démontrent raremen
7,8,wilhelm reich sait lorsqu'on sait quelque chose sujet qu'il mort 1957 prison américaine informations n'encouragent guère savoir davantage car elles n'incitent prendre l'homme qu'elles concernent sérieux folie fin d'une existence s'empare d'un esprit fertile inventions peut servir tradition reconnue consacrer génie prison ajoutée folle c'est trop première détruit immanquablement préjugé favorable attaché seconde cependant peut plus aujourd'hui ignorer nom reich depuis 1968 souvent évoqué cité idées nom remis mode herbert marcuse juste hommage rendu précurseur effet reich quarante ans avant marcuse formulé synthèse freudisme marxisme l'origine nombre déboires grâce marcuse relch sortait l'oubli purgatoire prenait fin s'est aussitôt souvenu qu'il également précurseur thèses culturalistes d'eric fromm découvert également expérimen talistes non plus seulement théoriciens s'étaient référés travaux abram kardiner exemple cite plusieurs reprises ouvrage fondamental l'individu société recherches sexologiques masters johnson leurs applications thérapeutliques s'inspirent directement idées pratiques reich1 c'est d'ailleurs qu'il pressenti annoncé tenté près d'un demi siècle d'avance qu'il mérite intérêt plus découvertes relch idées intuitions fortes unes autres revanche contrl butions connaissance proprement dite faibles sinon inexistantes comme freud construit üne science s'en faut fait vie aussi est-ce biographie étudierons l'œuvre l'action wilhelm reich car idées intuitions étroitement liées déroulement heurté aventureux existence fils paysan proche realites naturelles naquit mars 1897 village galicie cette région située confins l'empire austro-hongrois donc autrichien comme freud conserva nationalité jusqu'en 1938. son-père petit propriétaire terrien alsé put confier fils précepteur l'âge ans ans manifesta très tôt intérêt sciences naturelles dès l'âge ans constitué collections d'insectes vivants dont observait modes reproduction reich fréquenta ensuite lycée langue allemande obtint premier diplôme sciences naturelles dès 1915. père meurt 1914 doit terminer études tout gérant domaine familial peut-être devenu tour hobereau première guerre mondiale qu'il termina comme lieutenant lul fait perdre propriétés terriennes 1918 s'installe vienne s'inscrit faculté médecine gagne chichement vie donnant leçons particulières dévore prodigieuse faculté d'assimilation ouvrages biologie sexologie philosophie propres œuvres plus tard lesquelles manlfestera penchant effréné spéculation feront étalage d'une érudition prodigleuse 1919 participe séminaire sexologie auquel psychanalyst ste invité frappé emblé tnctlon établie freud dfs lité procréation l'es sexy considérait encore milieux médicaux mreu strictement service valié éta l'espèce n'avait gare p898tlon fonction reich entreprend sens théories freudiennes reconnan eds tard lecture trois plug théorie sexualité duction la.psychanalyse décids intro profession médecin nalyste 1920 rend visite l'entretenir d'un séminaire den logle qu'il animait cette visite den écrire fonction tour sortis sentiment plaisir d'amitié point départ quatorze années travail intensif psychanalyse wilhelm reich méconnu dénié selon cas effet titre jung adler etc. très proche coll borateur sigmund freud comme nombre disciples allait s'opposer fondateur psychanalyse relch s'il combattit certaines idées freudiennes s'attaqua jamais l'homme chercha jamais séparer école revanche 1934 c'est l'association psychanalytique vienne décidera séparer relch devenu encombrant conditions verrons contestataire ans sein l'association freudienne 1920 alors qu'il n'est qu'étudiant médecine wilhelm relch devient mêr bre soclété créée freud tout jeune homme parmi nalystes déjà adultes jeune l'empêche d'être extrémen actif vindicatif fera nombrét communications lesquelles dra collègues partie lorsqs viendra médecin 1922 traité deux ans patients appllaua lettre préceptes freudiens qué freud combattu thèses loin d'être science reich s'enga96 nalres défense théorles révolution témoin luttes disciples plus enthousiastes l'avons signalé gans consacrée moront nction l'orgastl paris 1952
8,9,orgas sentiment point nées travail psychanalyse dénié selon titre proche colla comme nomait s'opposer 1lyse reich lées freudiennes l'homme éparer 1934 c'est tique vienne sparer reich conditions plus désintéressés pénantes inhlbés qu'ils restaient silen lusieurs séances lle gant pre fallait-il faire attendre travaille dehors pee spondait freud attendre comclr temps admis sans pen l'époque qu'une névrose poueve série six mois freud yalt homme loups pendant combien malades pouvaient sue frais d'une telle cure analyse n'était-elle qu'une méderiches petit petit reich outer l'ambition puis l'effimé cure psychanalytique telle pelle pratiquée sanvier 1921 octobre 1923 s'ocun garçon café souffrait yissance totale réussit reconsdire l'événement déclenché sexuel patient assisté sun accouchement mère lorsqu'il mmuniqua déroulement l'analyse collègues lors d'une réunion société psychanalytique chaudement félicité reich quant étalt frappé seul fait garçon café toujours impuissant comme patient travaillait désormais normalement bien intégré réalité personne s'inquiétalt inertie amoureuse reich commença dès lors intéresser plus spécialement fonction sexuelle dès 1922 fait communiation cas d'une femme souftrait d'un trouble diaphragme disparut lorsque masturbation possible patiente s'attache restaurer fonction sexuelle chez patients remarque chaque cas cette étape franchie vécu malade considérablement amélioré novembre 1923 expose collègues première étude d'ensemble génitalté point vue pronostic thérapeutique psychanalytiques peut dès lors parler d'une déviation reichienne sein l'école viennoisele primat accordé génitalité sexualité effet contradiction l'orthodoxie freudienne reich formule theorie l'orgasme autres membres société psy pau écoutèrent reich d'une oreille agacée distraitesa thèse exacte tous névro évaient souffrir d'une perturbation sexualité génitale c'est-à-dire seme rportement cours rapp eur pratique quotidienn® nfirme nombreux névrosés impulssants s'agissant hom lle quan ent frsutres mpor sujet sultipller tabous globales satlsfalsag tions ais our l'as téponses consldé île.o j'mour valt exécut pulse 1omme longte xuel relch pou conc eption tro cou apprit bients étroit êlte livraient certaln stauèle vaient auc coit sans platgqy paments l'éjaculat sensation cpfou ulation élabora xinstant tgasme selon laquelle éorie lstinguer puissance éjacu importait bloquée l'organisme faute d'abandon plaisir estima cet engorgement fournissait-aux-symptômes névrotiques sourceintarissäble diénergie l'impuissancé orgastique niétait effet lainévrose sa.cause ultime dès lors buts premiers traitement rétablir puissance orgastique chezile patient afin libérer j'angoisse suscitée ipar liénergle bloquée quialimentait constamment névrose revo politique revolution politious sans revolution sexuelee 1924 èses consl exigences génitales inhibitions vrose élan palque chaque causes actuelles jantes premières enondes inté- conviction mal pulssa ssement nce orgastique primordial constituait clé tout fond guérison pro- onde conduisit relch accorder plus plus d'importance causes actuel l'analyse mit moins fougus.et d'ambition-à rechercher l'enrucinement troubles psychiques prlme enfance mal 1922 s'était ouverte policli nique psychanalytique vienne dont directeur edward hitschmann reich premier assistant jusqu'en 1928 puls directeur-adjoint 1928 1930. huit années dispensaire.qui-accordait consultations gratultes chaque psychanalyste soclété viennolse avalt accepté donner chaque jour heure s0n sans rémunération jouèrent capital l'évolution relch capital dan jes troubles pensée découvrit liféraient toutes dès lors l'application longue individuelle parut lmi- venant réactive rêt l'asp pte pte
9,10,marl ell faim eur reculalt dev entraîné pendue rendu parole con ble rech rendit plusieurs visites perte patiente taudis banlieue vienne écrit-il poser non nobles problèmes l'étiologle névroses question savoir comment possible être humain tolérer aussi longtemps vie semblable rien misère solitude commérages voisins souci pain quotidien surcroît tracasseries criminelles propriétaire l'employeur capacité travail patiente exploitée l'extrême dix heures travail rapportalent peu plus d'une centaine francs reich revolte contre pessimisme foncier freud malades viennent policlinique cas comparables ouvriers chômage bord suicide mères abandonnées hantées l'obsession tuer leurs enfants femmes souffrant conséquences psychiques d'avortements successifs jeunes filles exposées sans être prévenues réalités sexuelles entreprises brutales d'adultes reich devant cas éprouve moins moins besoin d'aller rechercher petite enfance l'origine l'impuissance frigidité multiples phobies cette attitude n'est sans doute conforme vérité science conduit dès années reich poser ques tions paraissent bien actuelles décembre 1929 donne conférence prophylaxie névroses laquelle assiste freud est-l pormal jeunes souf- jroubles névrotiques demande- mal peine ecours psyl chanalyse quels rapports existent entre prophylaxie uent l'éducation pitaliste amais jusqu'en relch érite revien revient mérite d'avoir sus civilisation l'acte contre l'on alt dres tion lequel freud déve1 improvisa alors l'avait notre-civilisation réponses lopp cette œuvre freudienne paraî tra reich s'indignera fols bonheur n'est valeur freud pourquoi alors a-t-on fait révolution française jution soviétique demande reloh analyse scientifique conduisait freud pessimisme fol l'homme conviction qu'il lul toujours possible changer vie nourrissait l'optimisme relch attitude qu'il cherchait ancrer scientifiquement comment conditions dialogue fait-il reich n'ait jamais rejeté freud freud n'ait jamais en-personne renié relch c'est wilhelm relch jamais remis question l'origine sexuelle névroses s'il discuta modalités sait freud considérait l'attachement sexualité comme l'explication fondamentale troubles psychiques jung adler séparèrent maître parce qu'ils n'accordaient ipas plus cette place centrale sexualité vie psychique reich contenta distordre lathéorie freudienne sexualité privilégiant génitalité troisième stade théorie freudienne après étapes orale anale fil années consacrées pratique l'approfondissement psychanalyse appliquée milieu socialement défavorisé plus reich fréquente misère plus passionne politique toute théorie politique comprendrait politique sexuelle äincomplète lorsque plus tard écrit-il souvenant expérience marxistes objectèrent l'étiologie sexuelle névroses n'était qu'une fantaisie bourgeoise seul besoin matériel causait névroses rappelai cas genre comme besoin sexuel n'était aussi besoin matériel 1927 décide d'organiser banlieue rouge vienne centres lesquels afin faire véritable prophylaxie névroses données gratuitement consultations l'avortement contraception l'éducation sexuelle reich devient dès lors pionnier planning familial tel qu'il développe jours consulté freud accuelllit favorablement projet inquiéta seulement multiplicité activités disciple lul demana certain scepticisme s'il mptait mener pendant longtemps tou- activités front reich s'entêta ajouta qu'il l'intention s'attades problème central genèse oubles névrotiques famille allez vou fourrer pler l'avertit freud conférences relch plusieurs médecins soclalire 28laté banlieue rouge viens dale enthouslasment font jeunes relations ouve clation psychanalytique vec l'augt peu plus collègue vador qu'il compromette mou cralgne l'engageant terrain gent bourgeois viennols blement ressasser tableau inlags tions morales matérielles c0nd quelles surgissent trou tiques s'exaspère devant clence indifférence qu'il incons mauvaise foi cours l'anne assisté quatre psychanalyer gynécologues avocat nouvelles cliniques d'hygiène convainc jeunes auxquels conférences resse corrompre fonction nesse toute époque représ suivant civilisation fonction l'orgasme aol jeunesse donne droit l'amour méthodes scientifiques l'épou user sans risque ainsi souligne jean-michel palmier auteur fois d'un ouvrage reich marcuse c'est reich bien avant cuse parlé politiser droft bonheur décalage entre valey enseignée réalité vle sexuelle engendre crise rien peut combler reich mène critique lente structure familiale castre enfants qu'il rend responsable.des troubles névrotiques système familial élève enfants vue mariage procréation nie sexualité concrètement cette éducation explique selon névroses.ill développera idées plusieurs ouvrages maty rité sexuelle continence morale matt moniale 1930 combat sexuel jeunesse 1932 l'irruption morale sexuelle 1932 livres ten tent synthèse théories psychæ nalytiques parfois simplifiées relch théories marxistes ner l'action therapeutique l'action politique depuis 1927 wilhelm relch bre parti communiste autrichien accueilli bras ouverts nalyste célèbre bien détest plupart collègues psychanalytique vienne tant freud juillet 197 manifestation rue lié protester contre verdict acquitté d'anciens meurtriers d'ouvriers grève antérieure police avä gastniée retch rola tiré reich fonction l'or reich ouvrage cité jean-michel palmier wities générale d'éditions coll
